enzyme_id,compound_id
EC1.5.3.5,C01056
EC1.5.3.5,C21075
EC1.5.3.5,C01297
EC1.5.5.2,C00148
EC1.5.5.2,C03912
EC1.5.7.3,C01026
EC1.5.7.3,C00213
EC1.5.8.1,C00543
EC1.5.8.1,C00218
EC1.5.8.2,C00565
EC1.5.8.2,C00543
EC1.5.8.4,C01026
EC1.5.8.4,C00213
EC1.5.98.2,C04377
EC1.5.98.2,C01080
EC1.5.98.2,C00876
EC1.5.98.2,C04488
EC1.5.99.12,C04083
EC1.5.99.12,C07330
EC1.5.99.12,C00147
EC1.5.99.14,C01297
EC1.5.99.14,C15986
EC1.5.99.15,C05927
EC1.5.99.15,C01217
EC1.5.99.4,C16386
EC1.5.99.4,C03043
EC1.5.99.4,C00745
EC1.5.99.4,C01056
EC1.5.99.5,C01046
EC1.5.99.5,C00067
EC1.5.99.6,C00315
EC1.5.99.6,C00555
EC1.5.99.6,C00986
EC1.6.1.1,C00003
EC1.6.1.1,C00006
EC1.6.2.2,C00996
EC1.6.2.2,C00999
EC1.6.5.12,C13309
EC1.6.5.12,C21084
EC1.6.5.2,C00828
EC1.6.5.2,C05819
EC1.6.5.2,C02059
EC1.6.5.2,C03313
EC1.6.5.6,C00472
EC1.6.5.6,C00530
EC1.6.5.7,C07103
EC1.6.5.7,C02814
EC1.7.1.13,C15996
EC1.7.1.13,C16675
EC1.7.1.15,C00088
EC1.7.1.16,C06876
EC1.7.1.16,C02720
EC1.7.1.16,C06813
EC1.7.1.4,C00088
EC1.7.1.7,C00144
EC1.7.1.7,C00130
EC1.7.2.1,C00088
EC1.7.2.1,C00533
EC1.7.2.2,C00088
EC1.7.2.3,C01104
EC1.7.2.3,C00565
EC1.7.2.4,C00697
EC1.7.2.4,C00887
EC1.7.2.5,C00533
EC1.7.2.5,C00887
EC1.7.2.6,C00192
EC1.7.2.6,C00088
EC1.7.2.7,C00533
EC1.7.2.7,C05361
EC1.7.2.8,C05361
EC1.7.2.8,C00697
EC1.7.3.1,C06058
EC1.7.3.1,C00088
EC1.7.3.3,C16361
EC1.7.3.3,C16362
EC1.7.3.3,C00366
EC1.7.3.3,C11821
EC1.7.5.1,C00244
EC1.7.5.1,C00088
EC1.7.7.1,C00088
EC1.7.7.2,C00088
EC1.7.7.2,C00244
EC1.7.99.1,C00192
EC1.8.1.2,C00094
EC1.8.1.2,C00283
EC1.8.1.22,C01861
EC1.8.1.22,C11481
EC1.8.1.22,C16399
EC1.8.1.22,C16400
EC1.8.1.22,C00094
EC1.8.1.22,C22834
EC1.8.1.4,C02972
EC1.8.1.4,C02051
EC1.8.1.4,C15973
EC1.8.1.4,C15972
EC1.8.1.7,C00127
EC1.8.1.7,C00005
EC1.8.1.7,C00006
EC1.8.1.9,C05526
EC1.8.1.9,C01528
EC1.8.1.9,C05684
EC1.8.1.9,C18902
EC1.8.1.9,C05703
EC1.8.2.1,C00094
EC1.8.2.1,C00059
EC1.8.2.3,C00283
EC1.8.2.3,C00087
EC1.8.2.4,C00580
EC1.8.2.4,C11143
EC1.8.3.1,C00094
EC1.8.3.1,C00059
EC1.8.3.4,C00409
EC1.8.3.4,C00283
EC1.8.4.14,C02989
EC1.8.4.14,C00073
EC1.8.4.2,C00127
EC1.8.4.8,C00053
EC1.8.4.8,C00094
EC1.8.5.10,C22834
EC1.8.5.10,C00283
EC1.8.5.2,C00320
EC1.8.5.2,C02084
EC1.8.5.3,C11143
EC1.8.5.3,C00580
EC1.8.5.4,C00283
EC1.8.5.4,C19692
EC1.8.5.5,C00320
EC1.8.5.5,C00283
EC1.8.5.6,C00094
EC1.8.5.6,C00059
EC1.8.7.1,C00094
EC1.8.7.1,C00283
EC1.8.7.3,C04832
EC1.8.7.3,C04628
EC1.8.7.3,C03576
EC1.8.98.1,C04832
EC1.8.98.1,C03576
EC1.8.98.1,C04628
EC1.8.98.4,C04832
EC1.8.98.4,C04628
EC1.8.98.4,C03576
EC1.8.98.5,C04832
EC1.8.98.5,C04628
EC1.8.98.5,C03576
EC1.8.98.6,C04832
EC1.8.98.6,C04628
EC1.8.98.6,C03576
EC1.8.99.2,C00094
EC1.8.99.2,C00224
EC1.9.6.1,C00244
EC1.9.6.1,C00088
EC1.97.1.9,C05697
EC1.97.1.9,C05684
EC2.1.1.1,C00153
EC2.1.1.1,C02918
EC2.1.1.10,C00155
EC2.1.1.10,C00073
EC2.1.1.103,C01210
EC2.1.1.103,C13482
EC2.1.1.103,C00588
EC2.1.1.103,C00346
EC2.1.1.107,C01051
EC2.1.1.107,C02463
EC2.1.1.11,C03516
EC2.1.1.11,C04536
EC2.1.1.13,C05698
EC2.1.1.13,C05335
EC2.1.1.13,C00155
EC2.1.1.13,C00073
EC2.1.1.13,C00440
EC2.1.1.130,C02463
EC2.1.1.130,C05772
EC2.1.1.131,C06406
EC2.1.1.131,C06407
EC2.1.1.132,C06319
EC2.1.1.132,C06408
EC2.1.1.133,C06407
EC2.1.1.133,C06416
EC2.1.1.14,C05698
EC2.1.1.14,C05335
EC2.1.1.14,C00155
EC2.1.1.14,C00073
EC2.1.1.148,C00365
EC2.1.1.148,C00364
EC2.1.1.148,C00143
EC2.1.1.151,C11538
EC2.1.1.151,C17401
EC2.1.1.152,C06416
EC2.1.1.152,C06320
EC2.1.1.156,C01026
EC2.1.1.156,C00213
EC2.1.1.156,C00019
EC2.1.1.156,C00021
EC2.1.1.157,C00213
EC2.1.1.157,C00719
EC2.1.1.157,C01026
EC2.1.1.161,C01026
EC2.1.1.161,C00719
EC2.1.1.163,C19847
EC2.1.1.163,C05819
EC2.1.1.17,C00350
EC2.1.1.17,C01241
EC2.1.1.195,C16243
EC2.1.1.195,C11542
EC2.1.1.196,C11543
EC2.1.1.196,C16244
EC2.1.1.197,C01209
EC2.1.1.197,C19673
EC2.1.1.2,C00581
EC2.1.1.2,C00300
EC2.1.1.21,C00218
EC2.1.1.21,C01046
EC2.1.1.210,C15874
EC2.1.1.210,C15877
EC2.1.1.210,C15879
EC2.1.1.210,C15881
EC2.1.1.210,C19795
EC2.1.1.210,C15886
EC2.1.1.210,C15887
EC2.1.1.210,C15888
EC2.1.1.210,C15892
EC2.1.1.210,C15895
EC2.1.1.210,C22346
EC2.1.1.210,C16279
EC2.1.1.210,C15898
EC2.1.1.210,C15900
EC2.1.1.222,C17551
EC2.1.1.222,C17552
EC2.1.1.234,C11910
EC2.1.1.234,C11911
EC2.1.1.235,C11925
EC2.1.1.235,C11933
EC2.1.1.246,C00132
EC2.1.1.246,C03920
EC2.1.1.247,C00565
EC2.1.1.247,C03920
EC2.1.1.247,C00218
EC2.1.1.247,C00543
EC2.1.1.248,C00218
EC2.1.1.248,C03920
EC2.1.1.249,C00543
EC2.1.1.249,C03920
EC2.1.1.250,C00565
EC2.1.1.250,C03920
EC2.1.1.254,C06616
EC2.1.1.254,C01912
EC2.1.1.254,C06633
EC2.1.1.254,C06653
EC2.1.1.258,C00237
EC2.1.1.258,C00440
EC2.1.1.269,C04022
EC2.1.1.269,C08276
EC2.1.1.271,C11540
EC2.1.1.271,C16242
EC2.1.1.272,C17401
EC2.1.1.272,C11540
EC2.1.1.28,C00547
EC2.1.1.28,C00788
EC2.1.1.288,C12421
EC2.1.1.288,C12422
EC2.1.1.289,C16244
EC2.1.1.289,C11545
EC2.1.1.295,C15882
EC2.1.1.295,C15883
EC2.1.1.295,C17570
EC2.1.1.295,C16695
EC2.1.1.295,C20737
EC2.1.1.295,C20738
EC2.1.1.324,C18033
EC2.1.1.324,C18034
EC2.1.1.329,C21084
EC2.1.1.329,C03313
EC2.1.1.331,C18157
EC2.1.1.331,C21427
EC2.1.1.332,C21427
EC2.1.1.332,C21428
EC2.1.1.332,C21429
EC2.1.1.334,C00409
EC2.1.1.334,C00580
EC2.1.1.335,C06654
EC2.1.1.335,C02811
EC2.1.1.341,C06672
EC2.1.1.341,C00230
EC2.1.1.341,C05616
EC2.1.1.341,C01424
EC2.1.1.37,C00019
EC2.1.1.37,C00021
EC2.1.1.376,C00719
EC2.1.1.376,C01026
EC2.1.1.378,C00440
EC2.1.1.380,C22455
EC2.1.1.380,C22425
EC2.1.1.382,C06672
EC2.1.1.382,C00230
EC2.1.1.385,C00440
EC2.1.1.389,C00440
EC2.1.1.41,C01902
EC2.1.1.41,C08830
EC2.1.1.41,C05437
EC2.1.1.41,C04525
EC2.1.1.44,C00135
EC2.1.1.44,C05575
EC2.1.1.45,C00365
EC2.1.1.45,C00364
EC2.1.1.45,C00143
EC2.1.1.45,C00415
EC2.1.1.49,C00398
EC2.1.1.49,C06213
EC2.1.1.49,C00780
EC2.1.1.49,C06212
EC2.1.1.5,C00719
EC2.1.1.5,C01026
EC2.1.1.5,C00155
EC2.1.1.5,C00073
EC2.1.1.6,C00547
EC2.1.1.6,C05589
EC2.1.1.6,C00788
EC2.1.1.6,C05588
EC2.1.1.6,C01161
EC2.1.1.6,C05582
EC2.1.1.6,C03758
EC2.1.1.6,C05587
EC2.1.1.6,C05298
EC2.1.1.6,C05299
EC2.1.1.6,C05301
EC2.1.1.6,C05302
EC2.1.1.6,C05576
EC2.1.1.6,C05594
EC2.1.1.6,C05580
EC2.1.1.6,C05584
EC2.1.1.67,C02380
EC2.1.1.67,C16614
EC2.1.1.67,C04646
EC2.1.1.67,C16615
EC2.1.1.67,C16619
EC2.1.1.67,C16620
EC2.1.1.71,C04308
EC2.1.1.71,C00157
EC2.1.1.71,C01241
EC2.1.1.86,C18799
EC2.1.1.86,C03576
EC2.1.1.86,C18802
EC2.1.1.86,C03920
EC2.1.1.86,C04488
EC2.1.1.86,C01217
EC2.1.1.90,C00132
EC2.1.1.90,C03920
EC2.1.1.95,C02483
EC2.1.1.95,C02477
EC2.1.1.95,C14151
EC2.1.1.95,C14152
EC2.1.1.95,C14155
EC2.1.1.95,C14153
EC2.1.1.95,C14156
EC2.1.1.95,C14154
EC2.1.2.1,C00065
EC2.1.2.1,C04377
EC2.1.2.1,C00143
EC2.1.2.10,C00445
EC2.1.2.10,C03479
EC2.1.2.10,C01242
EC2.1.2.10,C00143
EC2.1.2.10,C02972
EC2.1.2.11,C00141
EC2.1.2.11,C00966
EC2.1.2.13,C16153
EC2.1.2.13,C16154
EC2.1.2.14,C20638
EC2.1.2.14,C22397
EC2.1.2.2,C00445
EC2.1.2.2,C03838
EC2.1.2.2,C04376
EC2.1.2.2,C00234
EC2.1.2.3,C04677
EC2.1.2.3,C04734
EC2.1.2.3,C00234
EC2.1.2.5,C03479
EC2.1.2.5,C00439
EC2.1.2.5,C00664
EC2.1.2.9,C00234
EC2.1.2.9,C02430
EC2.1.2.9,C03294
EC2.1.3.1,C00683
EC2.1.3.16,C00499
EC2.1.3.16,C00169
EC2.1.3.16,C02091
EC2.1.3.2,C00169
EC2.1.3.2,C00438
EC2.1.3.3,C00169
EC2.1.3.3,C00077
EC2.1.3.3,C00327
EC2.1.3.5,C00802
EC2.1.3.5,C00169
EC2.1.3.5,C01444
EC2.1.3.7,C03112
EC2.1.3.7,C06568
EC2.1.3.9,C00169
EC2.1.3.9,C00437
EC2.1.3.9,C15532
EC2.1.4.1,C00245
EC2.1.4.1,C01959
EC2.1.4.1,C00334
EC2.1.4.1,C01035
EC2.1.4.1,C00581
EC2.1.4.1,C00062
EC2.1.4.2,C01283
EC2.1.4.2,C01294
EC2.10.1.1,C19848
EC2.10.1.1,C18237
EC2.2.1.1,C00085
EC2.2.1.1,C00231
EC2.2.1.1,C00279
EC2.2.1.1,C12214
EC2.2.1.1,C12215
EC2.2.1.1,C05382
EC2.2.1.1,C00117
EC2.2.1.10,C16848
EC2.2.1.10,C00441
EC2.2.1.10,C16850
EC2.2.1.11,C00354
EC2.2.1.11,C16848
EC2.2.1.11,C01094
EC2.2.1.2,C05382
EC2.2.1.2,C00085
EC2.2.1.2,C00279
EC2.2.1.6,C00068
EC2.2.1.6,C05125
EC2.2.1.6,C00109
EC2.2.1.6,C06006
EC2.2.1.6,C06010
EC2.2.1.7,C11437
EC2.2.1.9,C00885
EC2.2.1.9,C16519
EC2.3.1.1,C00624
EC2.3.1.101,C01001
EC2.3.1.101,C01217
EC2.3.1.101,C00862
EC2.3.1.101,C01274
EC2.3.1.102,C01028
EC2.3.1.102,C03955
EC2.3.1.109,C00062
EC2.3.1.109,C03296
EC2.3.1.117,C03972
EC2.3.1.117,C04462
EC2.3.1.12,C15973
EC2.3.1.12,C16255
EC2.3.1.129,C00043
EC2.3.1.129,C04738
EC2.3.1.15,C00040
EC2.3.1.15,C00093
EC2.3.1.15,C00681
EC2.3.1.157,C06156
EC2.3.1.157,C04501
EC2.3.1.168,C15979
EC2.3.1.168,C15973
EC2.3.1.168,C15980
EC2.3.1.168,C15975
EC2.3.1.168,C02939
EC2.3.1.168,C21018
EC2.3.1.168,C15977
EC2.3.1.168,C00630
EC2.3.1.169,C00237
EC2.3.1.169,C00440
EC2.3.1.174,C02232
EC2.3.1.174,C00091
EC2.3.1.178,C03283
EC2.3.1.178,C06442
EC2.3.1.180,C01209
EC2.3.1.180,C05744
EC2.3.1.181,C05752
EC2.3.1.181,C22160
EC2.3.1.181,C22159
EC2.3.1.184,C00019
EC2.3.1.184,C00170
EC2.3.1.184,C18049
EC2.3.1.184,C00173
EC2.3.1.19,C00136
EC2.3.1.19,C02527
EC2.3.1.191,C06022
EC2.3.1.191,C04652
EC2.3.1.20,C02843
EC2.3.1.20,C01629
EC2.3.1.20,C00040
EC2.3.1.20,C00641
EC2.3.1.20,C00422
EC2.3.1.200,C02051
EC2.3.1.200,C15972
EC2.3.1.201,C20359
EC2.3.1.201,C19725
EC2.3.1.202,C19961
EC2.3.1.202,C19971
EC2.3.1.203,C04630
EC2.3.1.203,C20357
EC2.3.1.204,C22159
EC2.3.1.204,C22160
EC2.3.1.209,C04268
EC2.3.1.209,C06018
EC2.3.1.21,C00154
EC2.3.1.21,C02990
EC2.3.1.210,C04346
EC2.3.1.210,C20415
EC2.3.1.222,C02876
EC2.3.1.223,C19945
EC2.3.1.223,C14144
EC2.3.1.226,C03912
EC2.3.1.226,C17366
EC2.3.1.227,C20638
EC2.3.1.227,C20672
EC2.3.1.230,C01944
EC2.3.1.230,C21489
EC2.3.1.230,C21453
EC2.3.1.230,C21490
EC2.3.1.230,C20643
EC2.3.1.241,C06025
EC2.3.1.241,C05223
EC2.3.1.241,C00229
EC2.3.1.241,C06251
EC2.3.1.242,C06025
EC2.3.1.242,C20933
EC2.3.1.243,C05761
EC2.3.1.243,C06251
EC2.3.1.243,C00229
EC2.3.1.243,C06026
EC2.3.1.243,C20933
EC2.3.1.243,C21991
EC2.3.1.246,C12324
EC2.3.1.247,C03656
EC2.3.1.247,C05231
EC2.3.1.247,C00164
EC2.3.1.251,C21984
EC2.3.1.251,C21983
EC2.3.1.251,C06026
EC2.3.1.251,C21993
EC2.3.1.251,C19884
EC2.3.1.251,C22002
EC2.3.1.251,C04919
EC2.3.1.251,C21982
EC2.3.1.262,C02247
EC2.3.1.262,C21488
EC2.3.1.262,C21452
EC2.3.1.265,G13102
EC2.3.1.265,G13108
EC2.3.1.265,G11291
EC2.3.1.265,G13107
EC2.3.1.274,C00173
EC2.3.1.274,C02133
EC2.3.1.275,C00093
EC2.3.1.275,C02133
EC2.3.1.275,C00681
EC2.3.1.276,C22029
EC2.3.1.276,C18060
EC2.3.1.280,C03557
EC2.3.1.280,C21403
EC2.3.1.286,C00003
EC2.3.1.286,C00153
EC2.3.1.29,C03508
EC2.3.1.30,C00065
EC2.3.1.30,C00979
EC2.3.1.304,C03561
EC2.3.1.304,C06143
EC2.3.1.31,C00263
EC2.3.1.31,C01077
EC2.3.1.310,C09820
EC2.3.1.310,C00512
EC2.3.1.310,C00091
EC2.3.1.35,C00437
EC2.3.1.35,C00077
EC2.3.1.37,C00430
EC2.3.1.39,C00229
EC2.3.1.39,C01209
EC2.3.1.4,C00352
EC2.3.1.4,C00357
EC2.3.1.40,C05973
EC2.3.1.40,C00350
EC2.3.1.42,C00111
EC2.3.1.42,C03372
EC2.3.1.43,C00157
EC2.3.1.43,C04230
EC2.3.1.46,C00263
EC2.3.1.46,C01118
EC2.3.1.47,C19845
EC2.3.1.47,C01092
EC2.3.1.47,C01063
EC2.3.1.5,C13747
EC2.3.1.5,C16365
EC2.3.1.5,C16396
EC2.3.1.5,C16420
EC2.3.1.5,C07054
EC2.3.1.5,C07585
EC2.3.1.5,C07447
EC2.3.1.5,C16622
EC2.3.1.5,C05361
EC2.3.1.51,C00681
EC2.3.1.51,C00040
EC2.3.1.51,C00416
EC2.3.1.54,C00109
EC2.3.1.57,C00134
EC2.3.1.57,C02714
EC2.3.1.61,C06157
EC2.3.1.61,C15973
EC2.3.1.61,C00527
EC2.3.1.61,C00091
EC2.3.1.61,C16254
EC2.3.1.78,G13037
EC2.3.1.78,G13038
EC2.3.1.8,C02876
EC2.3.1.8,C00227
EC2.3.1.87,C00780
EC2.3.1.87,C00978
EC2.3.1.89,C03972
EC2.3.1.89,C05539
EC2.3.1.9,C03344
EC2.3.1.9,C00136
EC2.3.1.9,C05269
EC2.3.1.9,C00010
EC2.3.1.9,C00332
EC2.3.1.94,C00683
EC2.3.1.94,C03240
EC2.3.2.10,C05893
EC2.3.2.10,C17550
EC2.3.2.16,C05894
EC2.3.2.16,C17541
EC2.3.2.17,C17541
EC2.3.2.17,C17542
EC2.3.2.18,C17542
EC2.3.2.18,C05895
EC2.3.2.2,C02320
EC2.3.2.2,C05729
EC2.3.2.2,C02512
EC2.3.2.2,C05711
EC2.3.2.2,C05670
EC2.3.2.2,C06114
EC2.3.2.2,C00151
EC2.3.2.2,C03740
EC2.3.2.2,C01419
EC2.3.2.2,C00245
EC2.3.2.2,C05844
EC2.3.3.1,C00158
EC2.3.3.10,C00332
EC2.3.3.10,C00356
EC2.3.3.13,C00141
EC2.3.3.13,C02504
EC2.3.3.14,C01251
EC2.3.3.15,C00593
EC2.3.3.15,C00227
EC2.3.3.15,C00094
EC2.3.3.21,C02612
EC2.3.3.3,C00158
EC2.3.3.5,C02225
EC2.3.3.8,C00158
EC2.3.3.9,C00149
EC2.4.1.1,C00369
EC2.4.1.1,C00103
EC2.4.1.10,C00089
EC2.4.1.10,C06215
EC2.4.1.11,C00029
EC2.4.1.11,C00718
EC2.4.1.117,C00110
EC2.4.1.117,C01246
EC2.4.1.12,C00029
EC2.4.1.12,C00760
EC2.4.1.13,C00029
EC2.4.1.13,C00089
EC2.4.1.14,C00029
EC2.4.1.14,C02591
EC2.4.1.141,G00001
EC2.4.1.141,G00002
EC2.4.1.15,C00029
EC2.4.1.15,C00689
EC2.4.1.152,G00071
EC2.4.1.152,G00081
EC2.4.1.152,G00055
EC2.4.1.152,G00056
EC2.4.1.152,G00085
EC2.4.1.152,G00086
EC2.4.1.152,G00082
EC2.4.1.152,G00067
EC2.4.1.152,G00076
EC2.4.1.152,G00103
EC2.4.1.152,G00104
EC2.4.1.152,G00050
EC2.4.1.152,G00060
EC2.4.1.152,G00089
EC2.4.1.152,G00069
EC2.4.1.152,G00084
EC2.4.1.152,G00090
EC2.4.1.16,C00043
EC2.4.1.16,C00461
EC2.4.1.18,C00718
EC2.4.1.18,C00369
EC2.4.1.182,C04824
EC2.4.1.182,C04652
EC2.4.1.182,C04932
EC2.4.1.187,G13164
EC2.4.1.187,G11112
EC2.4.1.187,G00177
EC2.4.1.19,C00369
EC2.4.1.19,C00973
EC2.4.1.20,C00185
EC2.4.1.20,C00103
EC2.4.1.208,C06364
EC2.4.1.208,C06365
EC2.4.1.21,C00498
EC2.4.1.21,C00718
EC2.4.1.217,C00096
EC2.4.1.217,C11516
EC2.4.1.227,C05897
EC2.4.1.227,C05898
EC2.4.1.227,C04851
EC2.4.1.227,C05893
EC2.4.1.245,C00498
EC2.4.1.245,C01083
EC2.4.1.245,C00029
EC2.4.1.25,C00208
EC2.4.1.25,C00718
EC2.4.1.269,C00096
EC2.4.1.269,C11544
EC2.4.1.276,C06098
EC2.4.1.276,C15969
EC2.4.1.277,C11997
EC2.4.1.277,C11911
EC2.4.1.277,C11998
EC2.4.1.277,C11993
EC2.4.1.277,C11994
EC2.4.1.278,C11911
EC2.4.1.278,C06630
EC2.4.1.278,C06633
EC2.4.1.280,C01674
EC2.4.1.280,C04501
EC2.4.1.280,C00140
EC2.4.1.283,C02627
EC2.4.1.283,C00043
EC2.4.1.283,C17582
EC2.4.1.284,C02627
EC2.4.1.284,C20353
EC2.4.1.285,C01759
EC2.4.1.285,C00043
EC2.4.1.285,C17587
EC2.4.1.287,G13119
EC2.4.1.287,G13125
EC2.4.1.287,G13120
EC2.4.1.287,G13121
EC2.4.1.288,G13121
EC2.4.1.288,G13122
EC2.4.1.289,C03319
EC2.4.1.289,G13118
EC2.4.1.289,G13119
EC2.4.1.315,C00641
EC2.4.1.315,C04046
EC2.4.1.315,G10608
EC2.4.1.315,G13181
EC2.4.1.315,C06040
EC2.4.1.315,G13182
EC2.4.1.326,C12424
EC2.4.1.326,C18634
EC2.4.1.328,C11916
EC2.4.1.328,C06635
EC2.4.1.328,C06630
EC2.4.1.33,C00976
EC2.4.1.33,C05144
EC2.4.1.336,C00641
EC2.4.1.336,C04046
EC2.4.1.337,C00641
EC2.4.1.337,C06364
EC2.4.1.337,G10608
EC2.4.1.337,G13187
EC2.4.1.338,C17700
EC2.4.1.338,C12112
EC2.4.1.342,C00498
EC2.4.1.342,C00103
EC2.4.1.342,C20237
EC2.4.1.345,C01194
EC2.4.1.345,G10614
EC2.4.1.345,G11291
EC2.4.1.346,G11291
EC2.4.1.346,G13102
EC2.4.1.346,G13107
EC2.4.1.346,G13108
EC2.4.1.355,G10610
EC2.4.1.355,G13173
EC2.4.1.355,G13176
EC2.4.1.4,C00089
EC2.4.1.4,C00718
EC2.4.1.5,C00089
EC2.4.1.5,C00372
EC2.4.1.52,G10608
EC2.4.1.52,G13166
EC2.4.1.52,G13167
EC2.4.1.53,G10608
EC2.4.1.53,G13169
EC2.4.1.53,G13170
EC2.4.1.64,C01083
EC2.4.1.64,C00663
EC2.4.1.7,C00089
EC2.4.1.7,C00103
EC2.4.1.70,G10610
EC2.4.1.70,G13173
EC2.4.1.70,G13174
EC2.4.1.8,C00208
EC2.4.1.8,C00663
EC2.4.1.80,C00195
EC2.4.1.80,C01190
EC2.4.1.82,C00089
EC2.4.1.82,C01235
EC2.4.1.82,C00492
EC2.4.1.83,C00096
EC2.4.1.83,C00110
EC2.4.1.83,C03862
EC2.4.1.9,C00089
EC2.4.1.9,C03323
EC2.4.2.1,C03150
EC2.4.2.1,C00153
EC2.4.2.1,C05841
EC2.4.2.1,C00253
EC2.4.2.1,C00212
EC2.4.2.1,C00147
EC2.4.2.1,C00294
EC2.4.2.1,C00262
EC2.4.2.1,C00387
EC2.4.2.1,C00242
EC2.4.2.1,C00620
EC2.4.2.1,C01762
EC2.4.2.1,C00385
EC2.4.2.1,C00330
EC2.4.2.1,C00559
EC2.4.2.1,C05512
EC2.4.2.10,C07649
EC2.4.2.10,C16634
EC2.4.2.10,C01103
EC2.4.2.10,C00119
EC2.4.2.10,C00295
EC2.4.2.12,C00455
EC2.4.2.12,C00153
EC2.4.2.14,C00064
EC2.4.2.14,C00119
EC2.4.2.14,C03090
EC2.4.2.15,C00387
EC2.4.2.15,C00242
EC2.4.2.15,C00620
EC2.4.2.17,C02739
EC2.4.2.17,C00119
EC2.4.2.18,C04302
EC2.4.2.18,C00108
EC2.4.2.18,C00119
EC2.4.2.19,C03722
EC2.4.2.19,C01185
EC2.4.2.2,C00299
EC2.4.2.2,C00106
EC2.4.2.2,C00620
EC2.4.2.2,C00380
EC2.4.2.2,C00475
EC2.4.2.2,C00526
EC2.4.2.2,C00214
EC2.4.2.2,C00178
EC2.4.2.2,C00672
EC2.4.2.21,C03114
EC2.4.2.21,C04778
EC2.4.2.22,C00242
EC2.4.2.22,C00144
EC2.4.2.22,C00385
EC2.4.2.22,C00655
EC2.4.2.28,C00170
EC2.4.2.28,C04188
EC2.4.2.3,C00526
EC2.4.2.3,C00106
EC2.4.2.3,C07649
EC2.4.2.3,C16633
EC2.4.2.3,C00299
EC2.4.2.3,C00620
EC2.4.2.4,C00330
EC2.4.2.4,C00242
EC2.4.2.4,C00526
EC2.4.2.4,C00106
EC2.4.2.4,C05512
EC2.4.2.4,C00262
EC2.4.2.4,C12739
EC2.4.2.4,C07649
EC2.4.2.4,C11736
EC2.4.2.4,C00214
EC2.4.2.4,C00178
EC2.4.2.4,C00672
EC2.4.2.43,C21982
EC2.4.2.43,C22002
EC2.4.2.43,C06026
EC2.4.2.43,C19890
EC2.4.2.43,C04919
EC2.4.2.43,C19884
EC2.4.2.44,C19787
EC2.4.2.44,C04188
EC2.4.2.49,C01441
EC2.4.2.49,C18004
EC2.4.2.53,C16154
EC2.4.2.53,C16156
EC2.4.2.54,C00119
EC2.4.2.54,C00156
EC2.4.2.54,C21107
EC2.4.2.57,C00020
EC2.4.2.57,C00147
EC2.4.2.57,C01151
EC2.4.2.57,C00055
EC2.4.2.57,C00380
EC2.4.2.57,C00105
EC2.4.2.57,C00106
EC2.4.2.59,C00003
EC2.4.2.59,C20784
EC2.4.2.7,C04677
EC2.4.2.7,C04051
EC2.4.2.7,C00020
EC2.4.2.7,C00147
EC2.4.2.8,C00242
EC2.4.2.8,C00144
EC2.4.2.8,C00385
EC2.4.2.8,C00655
EC2.4.2.8,C02380
EC2.4.2.8,C04646
EC2.4.2.8,C16614
EC2.4.2.8,C16615
EC2.4.2.8,C07648
EC2.4.2.8,C16619
EC2.4.2.8,C00262
EC2.4.2.8,C00130
EC2.4.2.9,C00106
EC2.4.2.9,C00105
EC2.4.3.6,G00037
EC2.4.3.6,G00047
EC2.4.3.6,G00050
EC2.4.3.6,G00062
EC2.4.3.6,G00067
EC2.4.3.6,G00088
EC2.4.99.12,C04121
EC2.4.99.12,C04919
EC2.4.99.12,C06024
EC2.4.99.13,C04121
EC2.4.99.13,C06024
EC2.4.99.13,C06025
EC2.4.99.16,C20237
EC2.4.99.16,C00718
EC2.5.1.1,C00129
EC2.5.1.1,C00235
EC2.5.1.10,C00129
EC2.5.1.101,C20424
EC2.5.1.101,C20418
EC2.5.1.103,C03428
EC2.5.1.105,C20559
EC2.5.1.105,C04807
EC2.5.1.105,C20562
EC2.5.1.111,C01179
EC2.5.1.111,C12456
EC2.5.1.115,C05427
EC2.5.1.115,C00544
EC2.5.1.115,C15882
EC2.5.1.116,C00544
EC2.5.1.116,C20737
EC2.5.1.120,C20772
EC2.5.1.120,C20773
EC2.5.1.129,C21214
EC2.5.1.129,C01847
EC2.5.1.129,C21215
EC2.5.1.130,C22039
EC2.5.1.130,C05427
EC2.5.1.130,C13309
EC2.5.1.131,C20926
EC2.5.1.131,C21069
EC2.5.1.131,C21070
EC2.5.1.132,C00275
EC2.5.1.132,C21383
EC2.5.1.133,C18156
EC2.5.1.133,C21435
EC2.5.1.133,C18155
EC2.5.1.133,C21217
EC2.5.1.134,C00155
EC2.5.1.134,C02291
EC2.5.1.135,C21210
EC2.5.1.135,C21211
EC2.5.1.135,C21368
EC2.5.1.135,C21216
EC2.5.1.135,C21219
EC2.5.1.140,C01005
EC2.5.1.140,C21559
EC2.5.1.141,C00032
EC2.5.1.141,C15672
EC2.5.1.144,C00979
EC2.5.1.144,C05824
EC2.5.1.147,C04732
EC2.5.1.147,C21971
EC2.5.1.15,C00568
EC2.5.1.15,C01300
EC2.5.1.15,C00921
EC2.5.1.15,C04807
EC2.5.1.150,C05432
EC2.5.1.150,C22058
EC2.5.1.150,C22059
EC2.5.1.150,C22060
EC2.5.1.152,C06419
EC2.5.1.152,C22025
EC2.5.1.154,C00853
EC2.5.1.154,C00194
EC2.5.1.16,C01672
EC2.5.1.16,C16565
