enzyme_id,compound_id
EC1.14.14.9,C01161
EC1.14.14.9,C05593
EC1.14.15.1,C00809
EC1.14.15.1,C22610
EC1.14.15.1,C00808
EC1.14.15.1,C03448
EC1.14.15.11,C20404
EC1.14.15.11,C20405
EC1.14.15.20,C00032
EC1.14.15.20,C14818
EC1.14.15.20,C00500
EC1.14.15.24,C05433
EC1.14.15.24,C08590
EC1.14.15.24,C08592
EC1.14.15.24,C15965
EC1.14.15.24,C15966
EC1.14.15.24,C08583
EC1.14.15.24,C15967
EC1.14.15.24,C15968
EC1.14.15.24,C08580
EC1.14.15.24,C15981
EC1.14.15.24,C08601
EC1.14.15.24,C02094
EC1.14.15.24,C06098
EC1.14.15.24,C08591
EC1.14.15.26,C07212
EC1.14.15.26,C07213
EC1.14.15.26,C01455
EC1.14.15.26,C00556
EC1.14.15.26,C06756
EC1.14.15.26,C06757
EC1.14.15.26,C07208
EC1.14.15.26,C07216
EC1.14.15.28,C00599
EC1.14.15.28,C20839
EC1.14.15.29,C00599
EC1.14.15.29,C21076
EC1.14.15.3,C00162
EC1.14.15.3,C03547
EC1.14.15.3,C00340
EC1.14.15.3,C01371
EC1.14.15.3,C00435
EC1.14.15.3,C00226
EC1.14.15.3,C11249
EC1.14.15.3,C00854
EC1.14.15.30,C20144
EC1.14.15.30,C14909
EC1.14.15.33,C11998
EC1.14.15.33,C11999
EC1.14.15.33,C20739
EC1.14.15.33,C20740
EC1.14.15.33,C11994
EC1.14.15.33,C11996
EC1.14.15.33,C11995
EC1.14.15.33,C20741
EC1.14.15.35,C03240
EC1.14.15.35,C06635
EC1.14.15.36,C01724
EC1.14.15.36,C11455
EC1.14.15.9,C15902
EC1.14.15.9,C15905
EC1.14.15.9,C15900
EC1.14.15.9,C15903
EC1.14.15.9,C15881
EC1.14.15.9,C15884
EC1.14.15.9,C15885
EC1.14.16.1,C00272
EC1.14.16.1,C15522
EC1.14.18.1,C00355
EC1.14.18.1,C00822
EC1.14.18.1,C00483
EC1.14.18.1,C03758
EC1.14.18.1,C05578
EC1.14.18.1,C05579
EC1.14.18.11,C11523
EC1.14.18.11,C22120
EC1.14.18.11,C11522
EC1.14.18.11,C22119
EC1.14.18.2,C00270
EC1.14.18.2,C00999
EC1.14.18.2,C00996
EC1.14.18.2,C03410
EC1.14.18.2,C00128
EC1.14.18.2,C03691
EC1.14.18.3,C01438
EC1.14.18.3,C00132
EC1.14.18.5,C00836
EC1.14.18.5,C12144
EC1.14.18.5,C12126
EC1.14.18.5,C12145
EC1.14.19.1,C00154
EC1.14.19.1,C21072
EC1.14.19.1,C00412
EC1.14.19.1,C00510
EC1.14.19.17,C12126
EC1.14.19.17,C00195
EC1.14.19.2,C05764
EC1.14.19.2,C16520
EC1.14.19.2,C04088
EC1.14.19.2,C01203
EC1.14.19.20,C01189
EC1.14.19.20,C01164
EC1.14.19.20,C15782
EC1.14.19.20,C15783
EC1.14.19.20,C15777
EC1.14.19.20,C15780
EC1.14.19.21,C00187
EC1.14.19.21,C01164
EC1.14.19.3,C01595
EC1.14.19.3,C06426
EC1.14.19.3,C16167
EC1.14.19.3,C16168
EC1.14.19.3,C16171
EC1.14.19.3,C16172
EC1.14.19.3,C00510
EC1.14.19.3,C21935
EC1.14.19.3,C16530
EC1.14.19.3,C21937
EC1.14.19.3,C16179
EC1.14.19.3,C16164
EC1.14.19.3,C16180
EC1.14.19.3,C03595
EC1.14.19.3,C00154
EC1.14.19.3,C21943
EC1.14.19.3,C02050
EC1.14.19.3,C03035
EC1.14.19.3,C16162
EC1.14.19.3,C16163
EC1.14.19.49,C06570
EC1.14.19.49,C06571
EC1.14.19.77,C04475
EC1.14.19.77,C04756
EC1.14.19.8,C20397
EC1.14.19.8,C20407
EC1.14.19.9,C00078
EC1.14.19.9,C19687
EC1.14.20.1,C06564
EC1.14.20.1,C06565
EC1.14.20.3,C17367
EC1.14.20.3,C06669
EC1.14.99.15,C02519
EC1.14.99.15,C00156
EC1.14.99.39,C18248
EC1.14.99.39,C00192
EC1.14.99.44,C16145
EC1.14.99.44,C16146
EC1.14.99.44,C19797
EC1.14.99.44,C19798
EC1.14.99.46,C00106
EC1.14.99.46,C20231
EC1.14.99.48,C00032
EC1.14.99.48,C20666
EC1.14.99.48,C14818
EC1.14.99.50,C05575
EC1.14.99.50,C20995
EC1.14.99.58,C00032
EC1.14.99.58,C21723
EC1.14.99.58,C14818
EC1.14.99.58,C21724
EC1.14.99.63,C08591
EC1.14.99.63,C15965
EC1.14.99.63,C15966
EC1.14.99.63,C15967
EC1.14.99.63,C02094
EC1.14.99.63,C08592
EC1.14.99.63,C08583
EC1.14.99.64,C15941
EC1.14.99.64,C15942
EC1.14.99.64,C08591
EC1.14.99.64,C15966
EC1.14.99.64,C15965
EC1.14.99.64,C15967
EC1.14.99.64,C06098
EC1.14.99.64,C15968
EC1.14.99.64,C08580
EC1.16.1.6,C02823
EC1.16.1.6,C00853
EC1.16.3.1,C14818
EC1.16.3.1,C14819
EC1.17.1.1,C01219
EC1.17.1.1,C04297
EC1.17.1.10,C00080
EC1.17.1.4,C00262
EC1.17.1.4,C00385
EC1.17.1.4,C00147
EC1.17.1.4,C22499
EC1.17.1.4,C22500
EC1.17.1.4,C00366
EC1.17.1.5,C00253
EC1.17.1.5,C01020
EC1.17.1.8,C20258
EC1.17.1.8,C03972
EC1.17.1.9,C00080
EC1.17.2.1,C00253
EC1.17.2.1,C01020
EC1.17.4.1,C16663
EC1.17.4.1,C16664
EC1.17.4.1,C02090
EC1.17.4.1,C03170
EC1.17.4.1,C21748
EC1.17.4.1,C21750
EC1.17.4.1,C00008
EC1.17.4.1,C00206
EC1.17.4.1,C00015
EC1.17.4.1,C01346
EC1.17.4.1,C00035
EC1.17.4.1,C00361
EC1.17.4.1,C00112
EC1.17.4.1,C00705
EC1.17.4.2,C00002
EC1.17.4.2,C00131
EC1.17.4.2,C00044
EC1.17.4.2,C00286
EC1.17.4.2,C00063
EC1.17.4.2,C00458
EC1.17.4.2,C00075
EC1.17.4.2,C00460
EC1.17.4.4,C20265
EC1.17.4.4,C00828
EC1.17.4.4,C05849
EC1.17.4.4,C02059
EC1.17.5.1,C00582
EC1.17.5.1,C15524
EC1.17.7.1,C11453
EC1.17.7.1,C11811
EC1.17.7.3,C11453
EC1.17.7.3,C11811
EC1.17.7.4,C11811
EC1.17.7.4,C00129
EC1.17.7.4,C00235
EC1.17.9.1,C14582
EC1.17.9.1,C21166
EC1.17.9.1,C01468
EC1.17.9.1,C00633
EC1.17.99.2,C07111
EC1.17.99.2,C11348
EC1.17.99.9,C15672
EC1.17.99.9,C15670
EC1.18.1.1,C00340
EC1.18.1.1,C00435
EC1.18.1.3,C00340
EC1.18.1.3,C00435
EC1.18.1.4,C00340
EC1.18.1.4,C00435
EC1.18.6.1,C01548
EC1.18.6.1,C06547
EC1.18.6.1,C00697
EC1.18.6.2,C00697
EC1.2.1.10,C01412
EC1.2.1.10,C00136
EC1.2.1.100,C06050
EC1.2.1.100,C04604
EC1.2.1.103,C19887
EC1.2.1.103,C19888
EC1.2.1.11,C03082
EC1.2.1.11,C00441
EC1.2.1.12,C00236
EC1.2.1.16,C00232
EC1.2.1.16,C00042
EC1.2.1.18,C00222
EC1.2.1.19,C05665
EC1.2.1.19,C00099
EC1.2.1.19,C12455
EC1.2.1.19,C00431
EC1.2.1.19,C00080
EC1.2.1.19,C00555
EC1.2.1.19,C00334
EC1.2.1.20,C03273
EC1.2.1.20,C00489
EC1.2.1.21,C00266
EC1.2.1.21,C00160
EC1.2.1.22,C00546
EC1.2.1.22,C00424
EC1.2.1.22,C00186
EC1.2.1.24,C00232
EC1.2.1.24,C00042
EC1.2.1.26,C00433
EC1.2.1.27,C00222
EC1.2.1.27,C00349
EC1.2.1.27,C06002
EC1.2.1.28,C00633
EC1.2.1.28,C00156
EC1.2.1.28,C06758
EC1.2.1.28,C01454
EC1.2.1.28,C07214
EC1.2.1.28,C07215
EC1.2.1.28,C07209
EC1.2.1.28,C07211
EC1.2.1.28,C03067
EC1.2.1.28,C00587
EC1.2.1.28,C00261
EC1.2.1.28,C00180
EC1.2.1.32,C03824
EC1.2.1.32,C02220
EC1.2.1.38,C04133
EC1.2.1.38,C01250
EC1.2.1.39,C03765
EC1.2.1.39,C00642
EC1.2.1.39,C04043
EC1.2.1.39,C01161
EC1.2.1.39,C00601
EC1.2.1.39,C07086
EC1.2.1.4,C06102
EC1.2.1.4,C06104
EC1.2.1.41,C03287
EC1.2.1.41,C01165
EC1.2.1.46,C00067
EC1.2.1.50,C02843
EC1.2.1.50,C00609
EC1.2.1.54,C02647
EC1.2.1.54,C01035
EC1.2.1.58,C02137
EC1.2.1.58,C00512
EC1.2.1.59,C00236
EC1.2.1.60,C04642
EC1.2.1.60,C04186
EC1.2.1.63,C06102
EC1.2.1.63,C06104
EC1.2.1.65,C06202
EC1.2.1.65,C00805
EC1.2.1.67,C00755
EC1.2.1.67,C06672
EC1.2.1.70,C02987
EC1.2.1.70,C03741
EC1.2.1.71,C05932
EC1.2.1.71,C05931
EC1.2.1.72,C00279
EC1.2.1.72,C03393
EC1.2.1.75,C00222
EC1.2.1.76,C00091
EC1.2.1.76,C00232
EC1.2.1.77,C19683
EC1.2.1.77,C19682
EC1.2.1.78,C03057
EC1.2.1.78,C01606
EC1.2.1.79,C00232
EC1.2.1.79,C00042
EC1.2.1.8,C00576
EC1.2.1.8,C00719
EC1.2.1.81,C19685
EC1.2.1.81,C00593
EC1.2.1.84,C02843
EC1.2.1.84,C00226
EC1.2.1.85,C06760
EC1.2.1.85,C07478
EC1.2.1.85,C00682
EC1.2.1.85,C02501
EC1.2.1.86,C01499
EC1.2.1.86,C16461
EC1.2.1.87,C01412
EC1.2.1.87,C00136
EC1.2.1.87,C00479
EC1.2.1.88,C03912
EC1.2.1.88,C04281
EC1.2.1.88,C05947
EC1.2.1.88,C05938
EC1.2.1.88,C01165
EC1.2.1.9,C00197
EC1.2.1.90,C00197
EC1.2.1.91,C19946
EC1.2.1.91,C19945
EC1.2.1.96,C21166
EC1.2.1.96,C21167
EC1.2.1.96,C00633
EC1.2.1.96,C00156
EC1.2.1.99,C15700
EC1.2.1.99,C15767
EC1.2.3.3,C00227
EC1.2.4.1,C00068
EC1.2.4.1,C05125
EC1.2.4.1,C15972
EC1.2.4.1,C16255
EC1.2.4.2,C00068
EC1.2.4.2,C05381
EC1.2.4.2,C15972
EC1.2.4.2,C16254
EC1.2.4.4,C00233
EC1.2.4.4,C15975
EC1.2.4.4,C00671
EC1.2.4.4,C15979
EC1.2.4.4,C00141
EC1.2.4.4,C00068
EC1.2.4.4,C15976
EC1.2.4.4,C15972
EC1.2.4.4,C15977
EC1.2.4.4,C15974
EC1.2.4.4,C15978
EC1.2.4.4,C00109
EC1.2.4.4,C21017
EC1.2.4.4,C21018
EC1.2.7.1,C00109
EC1.2.7.1,C16396
EC1.2.7.1,C16399
EC1.2.7.11,C00091
EC1.2.7.12,C01001
EC1.2.7.12,C00862
EC1.2.7.3,C00091
EC1.2.7.4,C16396
EC1.2.7.4,C16399
EC1.2.7.4,C00237
EC1.2.7.5,C00577
EC1.2.7.5,C00258
EC1.2.7.6,C00197
EC1.2.7.7,C00233
EC1.2.7.7,C02939
EC1.2.7.7,C00671
EC1.2.7.7,C15980
EC1.2.7.7,C00141
EC1.2.7.7,C00630
EC1.2.98.1,C00067
EC1.2.98.1,C00132
EC1.2.99.10,C19798
EC1.2.99.10,C21770
EC1.2.99.8,C00577
EC1.2.99.8,C00258
EC1.21.3.1,C05556
EC1.21.3.1,C05557
EC1.21.4.1,C00763
EC1.21.4.1,C00431
EC1.21.4.5,C07099
EC1.21.4.5,C07097
EC1.21.4.5,C03434
EC1.21.98.1,C17010
EC1.21.98.1,C17017
EC1.21.98.3,C04536
EC1.21.98.3,C11829
EC1.21.98.3,C11830
EC1.21.98.3,C11831
EC1.21.99.5,C06789
EC1.21.99.5,C06790
EC1.21.99.5,C06791
EC1.21.99.5,C06792
EC1.3.1.1,C00429
EC1.3.1.1,C00106
EC1.3.1.1,C21028
EC1.3.1.1,C00178
EC1.3.1.10,C20374
EC1.3.1.10,C20375
EC1.3.1.10,C20378
EC1.3.1.10,C19846
EC1.3.1.10,C00693
EC1.3.1.10,C00173
EC1.3.1.10,C04246
EC1.3.1.10,C05745
EC1.3.1.10,C05758
EC1.3.1.10,C05223
EC1.3.1.10,C05748
EC1.3.1.10,C05749
EC1.3.1.10,C05751
EC1.3.1.10,C05752
EC1.3.1.10,C05754
EC1.3.1.10,C05755
EC1.3.1.10,C05760
EC1.3.1.10,C05761
EC1.3.1.10,C05763
EC1.3.1.10,C05764
EC1.3.1.101,C04638
EC1.3.1.101,C20518
EC1.3.1.104,C00693
EC1.3.1.104,C00173
EC1.3.1.104,C04246
EC1.3.1.104,C05745
EC1.3.1.104,C05758
EC1.3.1.104,C05223
EC1.3.1.104,C05748
EC1.3.1.104,C05749
EC1.3.1.104,C05751
EC1.3.1.104,C05752
EC1.3.1.104,C05754
EC1.3.1.104,C05755
EC1.3.1.104,C05760
EC1.3.1.104,C05761
EC1.3.1.104,C05763
EC1.3.1.104,C05764
EC1.3.1.106,C11542
EC1.3.1.106,C11543
EC1.3.1.111,C21435
EC1.3.1.111,C11243
EC1.3.1.111,C21217
EC1.3.1.111,C11242
EC1.3.1.119,C07093
EC1.3.1.119,C07094
EC1.3.1.119,C12832
EC1.3.1.119,C12831
EC1.3.1.119,C12837
EC1.3.1.119,C05618
EC1.3.1.12,C00254
EC1.3.1.12,C01179
EC1.3.1.125,C00163
EC1.3.1.125,C00511
EC1.3.1.13,C00254
EC1.3.1.13,C01179
EC1.3.1.14,C00337
EC1.3.1.14,C00295
EC1.3.1.19,C04592
EC1.3.1.19,C02923
EC1.3.1.19,C07084
EC1.3.1.19,C07085
EC1.3.1.19,C16215
EC1.3.1.19,C01606
EC1.3.1.19,C04091
EC1.3.1.19,C00090
EC1.3.1.2,C21028
EC1.3.1.2,C00178
EC1.3.1.2,C07649
EC1.3.1.2,C16630
EC1.3.1.2,C00429
EC1.3.1.2,C00106
EC1.3.1.20,C06205
EC1.3.1.20,C03012
EC1.3.1.20,C16453
EC1.3.1.20,C19574
EC1.3.1.21,C01164
EC1.3.1.21,C00187
EC1.3.1.21,C15783
EC1.3.1.21,C08821
EC1.3.1.21,C15780
EC1.3.1.21,C15781
EC1.3.1.22,C00410
EC1.3.1.22,C03681
EC1.3.1.22,C00535
EC1.3.1.22,C03917
EC1.3.1.22,C15785
EC1.3.1.22,C15786
EC1.3.1.22,C15796
EC1.3.1.22,C15797
EC1.3.1.22,C03205
EC1.3.1.22,C18040
EC1.3.1.22,C00280
EC1.3.1.22,C00674
EC1.3.1.22,C01176
EC1.3.1.22,C22831
EC1.3.1.24,C00500
EC1.3.1.24,C00486
EC1.3.1.25,C16478
EC1.3.1.25,C16472
EC1.3.1.25,C16479
EC1.3.1.25,C16473
EC1.3.1.25,C16480
EC1.3.1.25,C06321
EC1.3.1.25,C00090
EC1.3.1.28,C04171
EC1.3.1.28,C00196
EC1.3.1.29,C14083
EC1.3.1.29,C14084
EC1.3.1.29,C14104
EC1.3.1.29,C14105
EC1.3.1.29,C16203
EC1.3.1.29,C16204
EC1.3.1.29,C18249
EC1.3.1.29,C18250
EC1.3.1.29,C18276
EC1.3.1.29,C18278
EC1.3.1.29,C04314
EC1.3.1.29,C03012
EC1.3.1.31,C00423
EC1.3.1.31,C05629
EC1.3.1.32,C06329
EC1.3.1.32,C02222
EC1.3.1.32,C12835
EC1.3.1.32,C12836
EC1.3.1.32,C16249
EC1.3.1.32,C18243
EC1.3.1.32,C18244
EC1.3.1.32,C18305
EC1.3.1.32,C18306
EC1.3.1.32,C18307
EC1.3.1.32,C00846
EC1.3.1.33,C11831
EC1.3.1.33,C11832
EC1.3.1.33,C02880
EC1.3.1.33,C02139
EC1.3.1.38,C05272
EC1.3.1.38,C00154
EC1.3.1.38,C05276
EC1.3.1.38,C01944
EC1.3.1.38,C03221
EC1.3.1.38,C01832
EC1.3.1.38,C05273
EC1.3.1.38,C02593
EC1.3.1.38,C05275
EC1.3.1.38,C05274
EC1.3.1.38,C05271
EC1.3.1.38,C05270
EC1.3.1.38,C00040
EC1.3.1.38,C00658
EC1.3.1.43,C00826
EC1.3.1.44,C00877
EC1.3.1.44,C00136
EC1.3.1.53,C06318
EC1.3.1.53,C00230
EC1.3.1.54,C06320
EC1.3.1.54,C06319
EC1.3.1.56,C06585
EC1.3.1.56,C06586
EC1.3.1.56,C06589
EC1.3.1.56,C02526
EC1.3.1.6,C00122
EC1.3.1.6,C00042
EC1.3.1.62,C01063
EC1.3.1.62,C06723
EC1.3.1.64,C04783
EC1.3.1.64,C03233
EC1.3.1.72,C00187
EC1.3.1.72,C01802
EC1.3.1.72,C01724
EC1.3.1.72,C05109
EC1.3.1.72,C05437
EC1.3.1.72,C03845
EC1.3.1.72,C05108
EC1.3.1.72,C15915
EC1.3.1.72,C05107
EC1.3.1.72,C01164
EC1.3.1.72,C01189
EC1.3.1.72,C05439
EC1.3.1.75,C11832
EC1.3.1.75,C02139
EC1.3.1.75,C11831
EC1.3.1.75,C02880
EC1.3.1.76,C02463
EC1.3.1.76,C05778
EC1.3.1.78,C00826
EC1.3.1.83,C05427
EC1.3.1.84,C00894
EC1.3.1.85,C00877
EC1.3.1.85,C18026
EC1.3.1.86,C00877
EC1.3.1.86,C00136
EC1.3.1.87,C11588
EC1.3.1.87,C04044
EC1.3.1.87,C12622
EC1.3.1.87,C12623
EC1.3.1.9,C00693
EC1.3.1.9,C00173
EC1.3.1.9,C04246
EC1.3.1.9,C05745
EC1.3.1.9,C05758
EC1.3.1.9,C05223
EC1.3.1.9,C05748
EC1.3.1.9,C05749
EC1.3.1.9,C05751
EC1.3.1.9,C05752
EC1.3.1.9,C05754
EC1.3.1.9,C05755
EC1.3.1.9,C05760
EC1.3.1.9,C05761
EC1.3.1.9,C05763
EC1.3.1.9,C05764
EC1.3.1.9,C16221
EC1.3.1.9,C04088
EC1.3.1.95,C00894
EC1.3.1.98,C04631
EC1.3.1.98,C01050
EC1.3.2.4,C00122
EC1.3.2.4,C00042
EC1.3.3.15,C03263
EC1.3.3.15,C05770
EC1.3.3.3,C03263
EC1.3.3.3,C01079
EC1.3.3.4,C01079
EC1.3.3.4,C02191
EC1.3.4.1,C00122
EC1.3.4.1,C00042
EC1.3.5.1,C00042
EC1.3.5.1,C00122
EC1.3.5.2,C00337
EC1.3.5.2,C00295
EC1.3.5.3,C01079
EC1.3.5.3,C02191
EC1.3.5.5,C05413
EC1.3.5.5,C05414
EC1.3.5.5,C05430
EC1.3.5.5,C05421
EC1.3.5.5,C19765
EC1.3.5.5,C19764
EC1.3.5.6,C05430
EC1.3.5.6,C05431
EC1.3.5.6,C05432
EC1.3.5.6,C15857
EC1.3.5.6,C19759
EC1.3.5.6,C15858
EC1.3.7.1,C01020
EC1.3.7.1,C04226
EC1.3.7.11,C04638
EC1.3.7.11,C20518
EC1.3.7.13,C11831
EC1.3.7.13,C02880
EC1.3.7.15,C02139
EC1.3.7.15,C18152
EC1.3.7.15,C18154
EC1.3.7.15,C18153
EC1.3.7.2,C00500
EC1.3.7.2,C11630
EC1.3.7.3,C11630
EC1.3.7.3,C05912
EC1.3.7.5,C00500
EC1.3.7.5,C05786
EC1.3.7.7,C02880
EC1.3.7.7,C02139
EC1.3.7.8,C00512
EC1.3.7.8,C06322
EC1.3.8.1,C00630
EC1.3.8.1,C03460
EC1.3.8.1,C15980
EC1.3.8.1,C03345
EC1.3.8.1,C00894
EC1.3.8.1,C00136
EC1.3.8.1,C00877
EC1.3.8.1,C05270
EC1.3.8.1,C05271
EC1.3.8.10,C09811
EC1.3.8.10,C06322
EC1.3.8.11,C09823
EC1.3.8.11,C09811
EC1.3.8.12,C18324
EC1.3.8.12,C06028
EC1.3.8.14,C12470
EC1.3.8.14,C12483
EC1.3.8.16,C18054
EC1.3.8.16,C19686
EC1.3.8.17,C22277
EC1.3.8.17,C19153
EC1.3.8.2,C16144
EC1.3.8.2,C16145
EC1.3.8.2,C19797
EC1.3.8.3,C09817
EC1.3.8.3,C09818
EC1.3.8.4,C02939
EC1.3.8.4,C03069
EC1.3.8.5,C00630
EC1.3.8.5,C03460
EC1.3.8.5,C15980
EC1.3.8.5,C03345
EC1.3.8.5,C05270
EC1.3.8.5,C05271
EC1.3.8.6,C00527
EC1.3.8.6,C00877
EC1.3.8.6,C02411
EC1.3.8.7,C00630
EC1.3.8.7,C03460
EC1.3.8.7,C15980
EC1.3.8.7,C03345
EC1.3.8.7,C00136
EC1.3.8.7,C00877
EC1.3.8.7,C00154
EC1.3.8.7,C05272
EC1.3.8.7,C01944
EC1.3.8.7,C05276
EC1.3.8.7,C01832
EC1.3.8.7,C03221
EC1.3.8.7,C02593
EC1.3.8.7,C05273
EC1.3.8.7,C02939
EC1.3.8.7,C03069
EC1.3.8.7,C05270
EC1.3.8.7,C05271
EC1.3.8.7,C05274
EC1.3.8.7,C05275
EC1.3.8.8,C00154
EC1.3.8.8,C05272
EC1.3.8.8,C01944
EC1.3.8.8,C05276
EC1.3.8.8,C01832
EC1.3.8.8,C03221
EC1.3.8.8,C02593
EC1.3.8.8,C05273
EC1.3.8.8,C05270
EC1.3.8.8,C05271
EC1.3.8.8,C05274
EC1.3.8.8,C05275
EC1.3.8.9,C00154
EC1.3.8.9,C05272
EC1.3.8.9,C02593
EC1.3.8.9,C05273
EC1.3.98.1,C00337
EC1.3.98.1,C00295
EC1.3.98.3,C03263
EC1.3.98.3,C01079
EC1.3.98.4,C18296
EC1.3.98.4,C06624
EC1.3.98.4,C03206
EC1.3.98.4,C06570
EC1.3.98.5,C21284
EC1.3.98.5,C00032
EC1.3.98.6,C21284
EC1.3.98.6,C00032
EC1.3.99.26,C05430
EC1.3.99.26,C05431
EC1.3.99.26,C05432
EC1.3.99.27,C15878
EC1.3.99.27,C15879
EC1.3.99.27,C15892
EC1.3.99.27,C15898
EC1.3.99.27,C19795
EC1.3.99.27,C15874
EC1.3.99.28,C05421
EC1.3.99.28,C05414
EC1.3.99.28,C05430
EC1.3.99.28,C05431
EC1.3.99.29,C05421
EC1.3.99.29,C05414
EC1.3.99.29,C05430
EC1.3.99.30,C05421
EC1.3.99.30,C05414
EC1.3.99.30,C05430
EC1.3.99.30,C05431
EC1.3.99.30,C05432
EC1.3.99.30,C15867
EC1.3.99.31,C05421
EC1.3.99.31,C05414
EC1.3.99.31,C05430
EC1.3.99.31,C05431
EC1.3.99.31,C05432
EC1.3.99.32,C00527
EC1.3.99.32,C02411
EC1.3.99.33,C00785
EC1.3.99.33,C20522
EC1.3.99.37,C22058
EC1.3.99.37,C22059
EC1.3.99.37,C22060
EC1.3.99.37,C22347
EC1.3.99.39,C05435
EC1.3.99.39,C15908
EC1.3.99.39,C02094
EC1.3.99.39,C16340
EC1.3.99.39,C15943
EC1.3.99.4,C00280
EC1.3.99.4,C20144
EC1.3.99.40,C16279
EC1.3.99.40,C16280
EC1.3.99.41,C20870
EC1.3.99.41,C20955
EC1.3.99.5,C00674
EC1.3.99.5,C00280
EC1.4.1.1,C00041
EC1.4.1.11,C01186
EC1.4.1.11,C03656
EC1.4.1.12,C00763
EC1.4.1.12,C00431
EC1.4.1.12,C05161
EC1.4.1.12,C05825
EC1.4.1.12,C03943
EC1.4.1.12,C03341
EC1.4.1.13,C00064
EC1.4.1.16,C03871
EC1.4.1.16,C00680
EC1.4.1.18,C00047
EC1.4.1.18,C04076
EC1.4.1.18,C00450
EC1.4.1.20,C01179
EC1.4.1.20,C00166
EC1.4.1.21,C05840
EC1.4.1.23,C00183
EC1.4.1.23,C00141
EC1.4.1.24,C16850
EC1.4.1.24,C00944
EC1.4.1.25,C03771
EC1.4.1.25,C00062
EC1.4.1.26,C03943
EC1.4.1.26,C03341
EC1.4.1.9,C00183
EC1.4.1.9,C00141
EC1.4.1.9,C00671
EC1.4.1.9,C00407
EC1.4.1.9,C00123
EC1.4.1.9,C00233
EC1.4.2.2,C00745
EC1.4.2.2,C21154
EC1.4.3.10,C00134
EC1.4.3.10,C00555
EC1.4.3.16,C05840
EC1.4.3.19,C15809
EC1.4.3.21,C02723
EC1.4.3.21,C06178
EC1.4.3.21,C01672
EC1.4.3.21,C12455
EC1.4.3.21,C00483
EC1.4.3.21,C03765
EC1.4.3.21,C01888
EC1.4.3.21,C00546
EC1.4.3.21,C05332
EC1.4.3.21,C00601
EC1.4.3.21,C00986
EC1.4.3.21,C05665
EC1.4.3.21,C03758
EC1.4.3.21,C04043
EC1.4.3.25,C00062
EC1.4.3.25,C03771
EC1.4.3.3,C03440
EC1.4.3.3,C04282
EC1.4.3.3,C00515
EC1.4.3.3,C01110
EC1.4.3.3,C00763
EC1.4.3.3,C03564
EC1.4.3.3,C00792
EC1.4.3.3,C03771
EC1.4.3.3,C00916
EC1.4.3.3,C04712
EC1.4.3.5,C00534
EC1.4.3.5,C00250
EC1.4.3.5,C00314
EC1.4.3.5,C00647
EC1.4.3.5,C00018
EC1.4.3.5,C00627
EC1.4.4.2,C02051
EC1.4.4.2,C01242
EC1.4.5.1,C02265
EC1.4.5.1,C00166
EC1.4.7.1,C00064
EC1.4.9.1,C00218
EC1.4.9.1,C00067
EC1.4.9.2,C00483
EC1.4.9.2,C03765
EC1.4.9.2,C05332
EC1.4.9.2,C00601
EC1.4.9.2,C03758
EC1.4.9.2,C04043
EC1.4.99.6,C00792
EC1.4.99.6,C03771
EC1.5.1.1,C04092
EC1.5.1.1,C00408
EC1.5.1.1,C03564
EC1.5.1.1,C00148
EC1.5.1.10,C00449
EC1.5.1.10,C04076
EC1.5.1.15,C00143
EC1.5.1.15,C00445
EC1.5.1.19,C01682
EC1.5.1.19,C00062
EC1.5.1.2,C04281
EC1.5.1.2,C01157
EC1.5.1.2,C00148
EC1.5.1.2,C03912
EC1.5.1.21,C04092
EC1.5.1.21,C00408
EC1.5.1.21,C03564
EC1.5.1.21,C00148
EC1.5.1.3,C00415
EC1.5.1.3,C00504
EC1.5.1.3,C02953
EC1.5.1.3,C00272
EC1.5.1.33,C02953
EC1.5.1.33,C00272
EC1.5.1.33,C06313
EC1.5.1.34,C00268
EC1.5.1.34,C00272
EC1.5.1.36,C00061
EC1.5.1.36,C01847
EC1.5.1.36,C00016
EC1.5.1.36,C01352
EC1.5.1.36,C00255
EC1.5.1.36,C01007
EC1.5.1.37,C00016
EC1.5.1.37,C01352
EC1.5.1.38,C00061
EC1.5.1.38,C01847
EC1.5.1.39,C00061
EC1.5.1.39,C01847
EC1.5.1.41,C00061
EC1.5.1.41,C01847
EC1.5.1.41,C00255
EC1.5.1.41,C01007
EC1.5.1.42,C00061
EC1.5.1.42,C01847
EC1.5.1.43,C00441
EC1.5.1.43,C00986
EC1.5.1.43,C18174
EC1.5.1.43,C00134
EC1.5.1.43,C18172
EC1.5.1.45,C00016
EC1.5.1.45,C01352
EC1.5.1.47,C05927
EC1.5.1.47,C01217
EC1.5.1.49,C03564
EC1.5.1.49,C00148
EC1.5.1.5,C00143
EC1.5.1.5,C00445
EC1.5.1.50,C21008
EC1.5.1.50,C21007
EC1.5.1.51,C21559
EC1.5.1.51,C03401
EC1.5.1.52,C22025
EC1.5.1.52,C22024
EC1.5.1.54,C00143
EC1.5.1.54,C00440
EC1.5.1.7,C00449
EC1.5.1.7,C00047
EC1.5.3.1,C00213
EC1.5.3.10,C01026
EC1.5.3.10,C00213
EC1.5.3.17,C00750
EC1.5.3.17,C00315
EC1.5.3.17,C05665
EC1.5.3.17,C00134
EC1.5.3.19,C15987
EC1.5.3.19,C00334
EC1.5.3.21,C15987
EC1.5.3.21,C00232
EC1.5.3.24,C00213
